ticker,stress_oos_mean_return,stress_oos_max_dd,base_oos_mean_return,edge_decay,has_overfitting_warning,windows,counter_trend_multiplier
ASTOR.IS,5.8186,-8.5029,8.6286,2.81,False,7,0.0
PETKM.IS,2.6157,-6.1657,2.7814,0.1657,False,7,0.0
SISE.IS,2.3529,-6.5757,2.6386,0.2857,False,7,0.0
GUBRF.IS,0.7757,-8.3929,1.1843,0.4086,False,7,0.0
ODAS.IS,0.5443,-6.5357,-0.4786,-1.0229,False,7,0.0
EKGYO.IS,0.4886,-9.2714,4.2186,3.73,False,7,0.0
